id,topic,subtopic,grade_band,grade_level,difficulty,ca_standard,format,question,answer,common_errors,distractors,is_anchor
circle_inscri_hs_med_001,circles,inscribed_angles,high,10,medium,HSG.C.A.2,multiple_choice,"Quadrilateral ABCD is inscribed in a circle. If angle A = 75°, what is the measure of angle C?",105°,"[""75\u00b0 (thinking opposite angles are equal instead of supplementary)"", ""15\u00b0 (subtracting from 90\u00b0 instead of 180\u00b0)""]","[""105\u00b0"", ""75\u00b0"", ""15\u00b0"", ""90\u00b0""]",1
circle_arcle_hs_har_001,circles,arc_length,high,10,hard,HSG.C.A.2,numeric_input,"In a circle, a central angle intercepts an arc. The arc length is 10π cm and the radius is 15 cm. What is the measure of the central angle in degrees?",120,"[""60\u00b0 (solving the equation incorrectly by dividing by 2)"", ""240\u00b0 (setting up the ratio inverted and solving)""]",[],1
circle_chords_hs_har_001,circles,chords_tangents,high,10,hard,HSG.C.A.2,numeric_input,"A tangent and a secant are drawn from an external point P to a circle. The tangent touches the circle at point T, and the secant passes through points A and B on the circle (with A between P and B). If arc TB (the far arc) = 200° and arc TA (the near arc) = 80°, what is the measure of angle P?",60,"[""140\u00b0 (adding arcs instead of subtracting)"", ""100\u00b0 (using only the far arc divided by 2)""]",[],1
circle_sector_hs_har_001,circles,sector_area,high,10,hard,HSG.C.A.2,numeric_input,A circle has a radius r. A sector with central angle 60° has an area of 24π cm². A second sector of the same circle has an arc length of 4π cm. What is the area of the second sector in terms of π?,48π,"[""12\u03c0 (using the wrong radius after solving, or not finding the second sector's angle)"", ""24\u03c0 (assuming both sectors have the same area without finding the second angle)""]",[],1
coordi_distan_hs_eas_001,coordinate_geometry,distance_formula,high,10,easy,HSG.GPE.B.4,numeric_input,"Find the distance between the points (1, 2) and (4, 6). Round to the nearest whole number if necessary.",5,"[""7 (adding the differences instead of using the formula)"", ""3 (only subtracting x-coordinates)""]",[],1
coordi_midpoi_hs_eas_001,coordinate_geometry,midpoint_formula,high,10,easy,HSG.GPE.B.4,multiple_choice,"What is the midpoint of the segment with endpoints (2, 4) and (8, 10)?","(5, 7)","[""(6, 6) (subtracting instead of averaging)"", ""(10, 14) (adding coordinates instead of averaging)""]","[""(5, 7)"", ""(6, 6)"", ""(10, 14)"", ""(3, 3)""]",1
coordi_slope_hs_eas_001,coordinate_geometry,slope,high,10,easy,HSG.GPE.B.4,multiple_choice,"What is the slope of a line that passes through the points (0, 3) and (4, 7)?",1,"[""4 (finding rise or run alone, not the ratio)"", ""-1 (subtracting in wrong order for one coordinate)""]","[""1"", ""4"", ""-1"", ""2""]",1
coordi_slope_hs_med_001,coordinate_geometry,slope,high,10,medium,HSG.GPE.B.4,multiple_choice,"Line p passes through (−3, 5) and (1, −3). Line q passes through (0, 4) and (2, 8). Which statement correctly describes the relationship between lines p and q?",The lines are perpendicular because their slopes are negative reciprocals.,"[""The lines are parallel because both have negative slopes (miscalculating slope of line q)"", ""The lines are neither parallel nor perpendicular (arithmetic error in slope calculation)""]","[""The lines are perpendicular because their slopes are negative reciprocals."", ""The lines are parallel because they have equal slopes."", ""The lines are neither parallel nor perpendicular."", ""The lines are parallel because both have negative slopes.""]",1
coordi_midpoi_hs_med_001,coordinate_geometry,midpoint_formula,high,10,medium,HSG.GPE.B.4,numeric_input,"M(3, −1) is the midpoint of segment AB. If A has coordinates (−1, 4), what is the x-coordinate of point B?",7,"[""1 (averaging A and M instead of solving for B)"", ""2 (subtracting instead of using the midpoint equation correctly)""]",[],1
coordi_parall_hs_med_001,coordinate_geometry,parallel_perpendicular,high,10,medium,HSG.GPE.B.4,multiple_choice,A line has equation y = −(2/3)x + 5. Which of the following equations represents a line parallel to this line?,y = −(2/3)x − 1,"[""y = (3/2)x + 5 (using the perpendicular slope instead of the same slope)"", ""y = (2/3)x + 5 (negating the slope incorrectly)""]","[""y = \u2212(2/3)x \u2212 1"", ""y = (3/2)x + 5"", ""y = (2/3)x \u2212 1"", ""y = \u2212(3/2)x + 5""]",1
coordi_distan_hs_har_001,coordinate_geometry,distance_formula,high,10,hard,HSG.GPE.B.4,numeric_input,"Triangle ABC has vertices A(1, 2), B(5, 2), and C(3, 6). Find the perimeter of triangle ABC. Write your answer in simplified radical form or as a decimal rounded to the nearest tenth.",12.9,"[""16 (adding only horizontal and vertical distances, ignoring the diagonal)"", ""8 (only adding AB and AC, forgetting BC)""]",[],1
coordi_slope_hs_har_001,coordinate_geometry,slope,high,10,hard,HSG.GPE.B.4,numeric_input,"Line ℓ passes through A(2, 5) and is perpendicular to the line passing through B(0, −1) and C(4, 3). Line ℓ also passes through the point (k, 0). What is the value of k?",7,"[""\u22123 (using the slope of BC instead of its negative reciprocal)"", ""3 (sign error when solving the equation)""]",[],1
coordi_midpoi_hs_har_001,coordinate_geometry,midpoint_formula,high,10,hard,HSG.GPE.B.4,multiple_choice,"Quadrilateral ABCD has vertices A(0, 0), B(6, 0), C(8, 4), and D(2, 4). A student claims ABCD is a parallelogram because the diagonals bisect each other. Which calculation best supports this claim using coordinate geometry?","The midpoint of AC is (4, 2) and the midpoint of BD is (4, 2); since the midpoints are equal, the diagonals bisect each other.","[""Calculating only side lengths and claiming equal lengths proves it's a parallelogram (incomplete proof)"", ""Finding only the slope of AB and CD without checking the diagonals""]","[""The midpoint of AC is (4, 2) and the midpoint of BD is (4, 2); since the midpoints are equal, the diagonals bisect each other."", ""The slope of AB is 0 and the slope of CD is 0, which proves the figure is a parallelogram."", ""The midpoint of AC is (4, 2) and the midpoint of BD is (3, 2); since the midpoints differ, the diagonals do not bisect each other."", ""The distance from A to C equals the distance from B to D, which proves the diagonals bisect each other.""]",1
areaa_circle_hs_eas_001,area_and_volume,circle_area,high,10,easy,HSG.GMD.A.3,numeric_input,A circle has a radius of 5 cm. What is the area of the circle in square centimeters? Use π ≈ 3.14 and round to the nearest hundredth.,78.50,"[""31.40 (used circumference formula 2\u03c0r instead of area formula)"", ""15.70 (multiplied \u03c0 \u00d7 r instead of \u03c0 \u00d7 r\u00b2)""]",[],1
areaa_volume_hs_eas_001,area_and_volume,volume_prisms_cylinders,high,10,easy,HSG.GMD.A.3,numeric_input,"A rectangular prism has a length of 4 cm, a width of 3 cm, and a height of 6 cm. What is the volume of the prism in cubic centimeters?",72,"[""36 (multiplied only length \u00d7 width, forgot height)"", ""26 (added all dimensions instead of multiplying)""]",[],1
areaa_polygo_hs_eas_001,area_and_volume,polygon_area,high,10,easy,HSG.GMD.A.3,multiple_choice,Which formula gives the area of a trapezoid with parallel bases b₁ and b₂ and height h?,A = ½(b₁ + b₂)h,"[""A = (b\u2081 + b\u2082)h (forgot the \u00bd factor)"", ""A = \u00bd \u00d7 b\u2081 \u00d7 b\u2082 (treated both bases like legs of a triangle)""]","[""A = \u00bd(b\u2081 + b\u2082)h"", ""A = (b\u2081 + b\u2082)h"", ""A = \u00bd \u00d7 b\u2081 \u00d7 b\u2082"", ""A = b\u2081 \u00d7 h""]",1
areaa_surfac_hs_med_001,area_and_volume,surface_area,high,10,medium,HSG.GMD.A.3,numeric_input,A cylinder has a radius of 3 cm and a height of 10 cm. What is the total surface area of the cylinder in square centimeters? Use π ≈ 3.14 and round to the nearest hundredth.,244.92,"[""188.40 (calculated only the lateral surface area 2\u03c0rh, forgot the two circular bases)"", ""56.52 (calculated only one circular base area \u03c0r\u00b2 and the lateral area incorrectly)""]",[],1
areaa_volume_hs_med_001,area_and_volume,volume_pyramids_cones,high,10,medium,HSG.GMD.A.3,numeric_input,A cone has a diameter of 12 cm and a height of 9 cm. What is the volume of the cone in cubic centimeters? Use π ≈ 3.14 and round to the nearest hundredth.,339.12,"[""1017.36 (forgot to multiply by \u2153)"", ""1356.48 (used diameter instead of radius AND forgot \u2153)""]",[],1
areaa_polygo_hs_med_001,area_and_volume,polygon_area,high,10,medium,HSG.GMD.A.3,multiple_choice,A trapezoid has bases of length 8 m and 14 m and a height of 5 m. A triangle with base 6 m and height 5 m is cut out from the trapezoid. What is the remaining area in square meters?,40 m²,"[""55 m\u00b2 (calculated trapezoid area correctly but subtracted wrong triangle area)"", ""25 m\u00b2 (calculated only the triangle area and subtracted from an incorrect trapezoid calculation)""]","[""40 m\u00b2"", ""55 m\u00b2"", ""25 m\u00b2"", ""70 m\u00b2""]",1
areaa_volume_hs_har_001,area_and_volume,volume_prisms_cylinders,high,10,hard,HSG.GMD.A.3,numeric_input,A water tank is shaped like a cylinder with an inner radius of 4 ft and an inner height of 15 ft. A solid rectangular prism with dimensions 2 ft × 2 ft × 15 ft is submerged completely inside the tank. How many cubic feet of water can the tank hold with the prism inside? Use π ≈ 3.14 and round to the nearest hundredth.,693.60,"[""753.60 (forgot to subtract the volume of the rectangular prism)"", ""60.00 (calculated only the prism volume)""]",[],1
areaa_volume_hs_har_001,area_and_volume,volume_pyramids_cones,high,10,hard,HSG.GMD.A.3,numeric_input,A square pyramid has a volume of 192 cm³ and a base side length of 8 cm. What is the height of the pyramid in centimeters?,9,"[""8 (set volume equal to base area \u00d7 height without the \u2153 factor)"", ""3 (divided 192 by 64 without accounting for the \u2153 correctly)""]",[],1
areaa_circle_hs_har_001,area_and_volume,circle_area,high,10,hard,HSG.GMD.A.3,numeric_input,"A large circle has a radius of 10 cm. Inside it, two smaller circles each with a radius of 3 cm are cut out, and an equilateral triangle with a side length of 6 cm is also cut out. The area of an equilateral triangle with side s is A = (s²√3)/4 ≈ 0.433s². What is the approximate remaining shaded area in square centimeters? Use π ≈ 3.14 and round to the nearest hundredth.",258.42,"[""301.70 (subtracted only the two small circles and forgot the triangle)"", ""272.00 (used diameter instead of radius for the small circles)""]",[],1
angle_vertic_hs_eas_001,angle_relationships,vertical_supplementary,high,9,easy,HSG.CO.C.9,numeric_input,"Two lines intersect and form a pair of vertical angles. One of the vertical angles measures 47°. What is the measure, in degrees, of the other vertical angle?",47,"[""133"", ""90""]",[],1
angle_parall_hs_eas_001,angle_relationships,parallel_lines_transversal,high,9,easy,HSG.CO.C.9,multiple_choice,"Line m is parallel to line n, and a transversal crosses both lines. Two angles are formed — one at each parallel line — and they are on opposite sides of the transversal, between the two parallel lines. What is the name for this pair of angles?",Alternate interior angles,"[""Co-interior angles"", ""Corresponding angles""]","[""Alternate interior angles"", ""Corresponding angles"", ""Co-interior angles"", ""Vertical angles""]",1
angle_polygo_hs_eas_001,angle_relationships,polygon_interior_angles,high,9,easy,HSG.CO.C.9,numeric_input,"What is the sum of the interior angles of a triangle, in degrees?",180,"[""360"", ""90""]",[],1
angle_parall_hs_med_001,angle_relationships,parallel_lines_transversal,high,9,medium,HSG.CO.C.9,numeric_input,"In the figure, lines p and q are parallel and are cut by a transversal. One co-interior (same-side interior) angle measures (3x + 15)° and the other measures (2x + 5)°. What is the value of x?",32,"[""40"", ""28""]",[],1
angle_exteri_hs_med_001,angle_relationships,exterior_angles,high,9,medium,HSG.CO.C.9,multiple_choice,"In triangle ABC, the exterior angle at vertex C measures 110°. The two non-adjacent interior angles (at vertices A and B) measure (4x)° and (2x + 20)°. Which equation correctly uses the Exterior Angle Theorem to find x?",4x + 2x + 20 = 110,"[""4x + 2x + 20 = 180"", ""4x + 2x + 20 + 110 = 180""]","[""4x + 2x + 20 = 110"", ""4x + 2x + 20 = 180"", ""4x + 2x + 20 + 110 = 180"", ""4x = 110""]",1
angle_polygo_hs_med_001,angle_relationships,polygon_interior_angles,high,9,medium,HSG.CO.C.9,numeric_input,"A regular hexagon has all sides and angles equal. What is the measure, in degrees, of each interior angle of a regular hexagon?",120,"[""60"", ""108""]",[],1
angle_parall_hs_har_001,angle_relationships,parallel_lines_transversal,high,9,hard,HSG.CO.C.9,numeric_input,"Lines j and k are parallel and are cut by a transversal. The corresponding angles are labeled (5x − 8)° and (3x + 22)°. A third line, line m, is also cut by the same transversal, and the co-interior (same-side interior) angle between lines k and m measures (4y − 10)°, while the co-interior angle on the other side measures (2y + 14)°. First find x, then use it to confirm k ∥ j. Separately, find y such that k ∥ m. What is the value of y?",31,"[""29"", ""44""]",[],1
angle_exteri_hs_har_001,angle_relationships,exterior_angles,high,9,hard,HSG.CO.C.9,numeric_input,"In triangle PQR, the interior angles satisfy the following: angle P = (2x + 10)°, angle Q = (x + 20)°, and the exterior angle at R equals (4x − 5)°. Using both the Triangle Angle Sum Theorem and the Exterior Angle Theorem, find the measure of the exterior angle at R, in degrees.",119,"[""125"", ""61""]",[],1
angle_vertic_hs_har_001,angle_relationships,vertical_supplementary,high,9,hard,HSG.CO.C.9,numeric_input,"Four rays meet at a single point forming four angles around the point. Going around, the angles measure (3x + 5)°, (2y − 10)°, (x + 25)°, and (4y)°. The first and third angles are vertical angles, and the second and fourth angles are vertical angles. Using the properties of vertical angles and the fact that all four angles sum to 360°, find the value of y.",35,"[""40"", ""30""]",[],1
proofs_identi_hs_eas_001,proofs_and_reasoning,identifying_properties,high,10,easy,HSG.CO.C.9,multiple_choice,"Which property justifies the statement: 'If AB = CD, then CD = AB'?",Symmetric Property of Equality,"[""Reflexive Property of Equality"", ""Transitive Property of Equality""]","[""Symmetric Property of Equality"", ""Reflexive Property of Equality"", ""Transitive Property of Equality"", ""Substitution Property of Equality""]",1
proofs_twoco_hs_eas_001,proofs_and_reasoning,two_column_proof,high,10,easy,HSG.CO.C.9,multiple_choice,"In a two-column proof, the left column contains the statements. What goes in the right column?",Reasons (justifications),"[""Definitions only"", ""Diagrams""]","[""Reasons (justifications)"", ""Definitions only"", ""Diagrams"", ""Conclusions""]",1
proofs_identi_hs_eas_002,proofs_and_reasoning,identifying_properties,high,10,easy,HSG.CO.C.9,multiple_choice,Which property justifies the statement: 'Segment PQ is congruent to itself'?,Reflexive Property of Congruence,"[""Symmetric Property of Congruence"", ""Transitive Property of Congruence""]","[""Reflexive Property of Congruence"", ""Symmetric Property of Congruence"", ""Transitive Property of Congruence"", ""Definition of Congruence""]",1
proofs_twoco_hs_med_001,proofs_and_reasoning,two_column_proof,high,10,medium,HSG.CO.C.9,multiple_choice,"Complete the two-column proof. Given: ∠A ≅ ∠B and ∠B ≅ ∠C. Which reason justifies the conclusion ∠A ≅ ∠C?

| Statement | Reason |
|---|---|
| 1. ∠A ≅ ∠B | 1. Given |
| 2. ∠B ≅ ∠C | 2. Given |
| 3. ∠A ≅ ∠C | 3. ? |",Transitive Property of Congruence,"[""Symmetric Property of Congruence"", ""Substitution Property of Equality""]","[""Transitive Property of Congruence"", ""Symmetric Property of Congruence"", ""Substitution Property of Equality"", ""Reflexive Property of Congruence""]",1
proofs_paragr_hs_med_001,proofs_and_reasoning,paragraph_proof,high,10,medium,HSG.CO.C.9,multiple_choice,"A student writes this paragraph proof: 'Since m∠1 + m∠2 = 180° and m∠2 = 95°, I substituted to get m∠1 + 95° = 180°, so m∠1 = 85°.' Which property did the student use when replacing m∠2 with 95°?",Substitution Property of Equality,"[""Transitive Property of Equality"", ""Addition Property of Equality""]","[""Substitution Property of Equality"", ""Transitive Property of Equality"", ""Addition Property of Equality"", ""Symmetric Property of Equality""]",1
proofs_identi_hs_med_001,proofs_and_reasoning,identifying_properties,high,10,medium,HSG.CO.C.9,multiple_choice,"In a proof, a student writes: 'Since 2x + 5 = 13, I subtracted 5 from both sides to get 2x = 8.' Which property justifies subtracting 5 from both sides of the equation?",Subtraction Property of Equality,"[""Division Property of Equality"", ""Substitution Property of Equality""]","[""Subtraction Property of Equality"", ""Division Property of Equality"", ""Substitution Property of Equality"", ""Transitive Property of Equality""]",1
proofs_twoco_hs_har_001,proofs_and_reasoning,two_column_proof,high,10,hard,HSG.CO.C.9,multiple_choice,"Given: m∠ABC = 90°, ray BD bisects ∠ABC. A student wants to prove m∠ABD = 45°. Which sequence of statements and reasons correctly completes this two-column proof?

(1) m∠ABC = 90° [Given]
(2) Ray BD bisects ∠ABC [Given]
(3) ? [Definition of Angle Bisector]
(4) m∠ABD = 45° [?]",Statement 3: m∠ABD = m∠DBC; Reason 4: Substitution Property of Equality (substituting m∠ABD for m∠DBC and using m∠ABD + m∠DBC = 90°),"[""Statement 3: m\u2220ABD = 45\u00b0; Reason 4: Definition of Angle Bisector (skipping algebraic steps)"", ""Statement 3: m\u2220ABD + m\u2220DBC = 45\u00b0; Reason 4: Division Property of Equality""]","[""Statement 3: m\u2220ABD = m\u2220DBC; Reason 4: Substitution Property of Equality (substituting m\u2220ABD for m\u2220DBC and using m\u2220ABD + m\u2220DBC = 90\u00b0)"", ""Statement 3: m\u2220ABD = 45\u00b0; Reason 4: Definition of Angle Bisector (skipping algebraic steps)"", ""Statement 3: m\u2220ABD + m\u2220DBC = 45\u00b0; Reason 4: Division Property of Equality"", ""Statement 3: m\u2220ABD = m\u2220DBC; Reason 4: Transitive Property of Equality""]",1
proofs_paragr_hs_har_001,proofs_and_reasoning,paragraph_proof,high,10,hard,HSG.CO.C.9,multiple_choice,"Read the following paragraph proof and identify the error:

'Given that ∠1 and ∠2 are supplementary, and ∠2 and ∠3 are supplementary, we know m∠1 + m∠2 = 180° and m∠2 + m∠3 = 180°. Since both sums equal 180°, by the Reflexive Property of Equality, m∠1 = m∠3.'

What is the error in this proof?",The Reflexive Property was incorrectly cited; the correct property is the Transitive Property of Equality (or Substitution Property of Equality).,"[""There is no error; the Reflexive Property applies when two expressions share a common term."", ""The error is in the setup; supplementary angles cannot be used to prove two angles equal.""]","[""The Reflexive Property was incorrectly cited; the correct property is the Transitive Property of Equality (or Substitution Property of Equality)."", ""There is no error; the Reflexive Property applies when two expressions share a common term."", ""The error is in the setup; supplementary angles cannot be used to prove two angles equal."", ""The error is that the proof should use the Symmetric Property instead of the Reflexive Property.""]",1
proofs_identi_hs_har_001,proofs_and_reasoning,identifying_properties,high,10,hard,HSG.CO.C.9,multiple_choice,"In a proof, a student is given that ∠A ≅ ∠B. The student writes m∠A = m∠B, then sets up the equation 3x + 10 = 5x − 6, solves to get x = 8, and concludes m∠A = 34°. Which combination of properties is needed to justify the steps from 'm∠A = m∠B' through 'solving for x'?","Definition of Congruent Angles, Substitution Property of Equality, Subtraction Property of Equality, and Division Property of Equality","[""Reflexive Property and Transitive Property only"", ""Definition of Congruent Angles and Transitive Property of Equality only""]","[""Definition of Congruent Angles, Substitution Property of Equality, Subtraction Property of Equality, and Division Property of Equality"", ""Reflexive Property and Transitive Property only"", ""Definition of Congruent Angles and Transitive Property of Equality only"", ""Symmetric Property of Congruence, Addition Property of Equality, and Multiplication Property of Equality""]",1
